Suburb,Address,Price,SellerG,Lattitude,Longtitude
Brunswick,30/108 Union St,410000,Jellis,,
Brunswick,4/33 Austral Av,465000,Nelson,,
Brunswick,58a Cassels Rd,810000,Ray,,
Brunswick,10 Cliff St,772000,Collins,-37.7643,144.9584
Brunswick,69 Glenlyon Rd,1210000,Nelson,-37.7719,144.9661
Brunswick,25 Gray St,1755000,Jellis,-37.7745,144.9523
Brunswick,6/11 Merrifield St,691500,Walshe,,
Brunswick,30 Mountfield St,1073000,Jellis,-37.7629,144.968
Brunswick,109 Stewart St,1080000,Nelson,-37.7643,144.9713
Brunswick,411 Barkly St,945000,Jellis,-37.775,144.9536
Brunswick,52 Talbot St,755000,Nelson,-37.7656,144.9562
Brunswick West,8/7 Passfield St,521500,Peter,-37.768,144.9408
Brunswick West,9/610 Moreland Rd,320000,Nelson,-37.7514,144.9288
Brunswick West,25 Wales St,1190000,Nelson,-37.7564,144.9422
Brunswick West,89 Pearson St,942000,McDonald,-37.7642,144.9493
Brunswick West,2/13 Walker St,471000,Jellis,-37.7665,144.9425
Brunswick West,4/1 Allard St,473000,Harrington,-37.7682,144.9422
Brunswick West,5 Halpin St,1200000,Nelson,-37.769,144.9478
Brunswick West,42 Whitby St,930000,Nelson,-37.764,144.9454
Brunswick West,2/39 Murray St,300000,Jellis,,
Brunswick West,1/455 Albion St,265000,Walshe,-37.7586,144.9452
Brunswick West,64 Pearson St,955000,hockingstuart,-37.7659,144.9494
Brunswick West,497 Albion St,1350000,Woodards,-37.7581,144.9414
Brunswick West,11/7 Egginton St,380000,Nelson,-37.7607,144.9393
Brunswick West,20 Fitzgibbon Av,1400000,Jellis,,
Brunswick West,12/881 Park St,300000,Grantham,-37.7763,144.947
Brunswick West,10 Yarrabin St,810000,Brad,-37.7589,144.9368
Brunswick West,36c Newman St,530000,Nelson,,
Brunswick West,4/22 Murray St,380000,Brad,-37.7594,144.9427
Brunswick West,11b Henderson St,1195000,Jellis,,
Brunswick West,81 Melville Rd,793000,Ray,-37.763,144.9439
Brunswick West,6/524 Moreland Rd,400000,Nelson,-37.7528,144.9368
Brunswick West,107/480 Albion St,400500,Nelson,-37.7582,144.94
Brunswick West,1/572 Moreland Rd,797500,Nelson,-37.7519,144.9324
Brunswick West,18/180 Union St,435000,Nelson,-37.7727,144.9497
Brunswick West,1 Marion Av,989000,Ray,,
Brunswick West,468 Moreland Rd,920000,Jellis,-37.753,144.9421
Brunswick West,106/2 Murray St,450000,Ray,,
Brunswick West,915 Park St,1172000,Stockdale,-37.7758,144.9435
Brunswick West,121 Pearson St,1300000,Jellis,-37.7618,144.9497
Brunswick West,81 Whitby St,1330000,Nelson,-37.764,144.9428
Brunswick West,24 Burnell St,1245000,Barry,-37.7618,144.9455
Brunswick West,1/6 Irvine Cr,515000,Moonee,,
Brunswick West,102 Melville Rd,900000,hockingstuart,-37.7613,144.9446
Brunswick West,28 Yarrabin St,650000,RW,,
Brunswick West,2 Henderson St,1205000,Raine,-37.7634,144.9403
Brunswick West,1/19 Hopetoun Av,775000,Walshe,,
Brunswick West,4/42 Passfield St,380000,Jellis,-37.7676,144.9394
Brunswick West,171 Union St,1095000,Nelson,-37.7728,144.9478
Brunswick West,2/243 Union St,680000,Nelson,-37.772,144.9406
Brunswick West,201 Hope St,711000,Nelson,-37.7619,144.9412
Brunswick West,7 Zeal St,910000,Raine,-37.7578,144.9439
Brunswick West,194 Dawson St,1186000,Nelson,-37.7694,144.9448
Brunswick West,5/8 Murray St,500000,Brad,-37.7595,144.9436
Brunswick West,33 Whitby St,1005000,Nelson,-37.7646,144.9476
Brunswick West,7/7 Allard St,385000,Jellis,-37.7688,144.9421
Brunswick West,5/21 Cumming St,656000,Collins,-37.7609,144.9425
Brunswick West,3/546 Moreland Rd,370000,Ray,-37.7524,144.9347
Brunswick West,2/8 Walker St,320000,Jellis,-37.7661,144.9422
Brunswick West,29 Grantham St,988000,Nelson,-37.7733,144.9491
Brunswick West,42 Hopetoun Av,910000,Nelson,,
Brunswick West,3/447 Brunswick Rd,400000,Nelson,-37.7752,144.9463
Brunswick West,9/39 Heller St,330000,hockingstuart/Advantage,-37.7748,144.9483
Brunswick West,10/13 Hopetoun Av,315000,Jellis,,
Brunswick West,8/82 Hopetoun Av,380000,Nelson,,
Brunswick West,542 Albion St,1200000,Jellis,-37.7576,144.9348
Brunswick West,6/86 Heller St,537000,Jellis,-37.7741,144.9449
Brunswick West,7 Morrow St,910000,Brad,-37.7525,144.9321
Brunswick West,8/48 Passfield St,285000,Walshe,-37.7675,144.939
Brunswick West,9 Peacock St,921500,Ray,-37.7575,144.9402
Brunswick West,1 Culloden St,995000,Brad,-37.757,144.9446
Brunswick West,117 Pearson St,901000,Rendina,-37.762,144.9497
Brunswick West,1 Jordan St,1315000,Nelson,-37.7715,144.9426
Brunswick West,8/109 Melville Rd,370000,Nelson,-37.7606,144.9443
Brunswick West,1/464 Victoria St,735000,Jellis,-37.7659,144.9487
Brunswick West,15 Wallace St,1000000,Nelson,-37.7628,144.9459
Brunswick West,10/446 Albion St,252000,McDonald,-37.7586,144.9433
Brunswick West,77 Collier Cr,1180000,Nelson,,
Brunswick West,23/80 Hopetoun Av,737000,Nelson,,
Brunswick West,871 Park St,1700000,Jellis,-37.7764,144.9479
Brunswick West,12 Hamilton St,820000,Jellis,-37.7604,144.9488
Brunswick West,7/5 Allard St,370000,Jellis,-37.7686,144.9421
Brunswick West,3 Appleby Cr,1100000,Brad,,
Brunswick West,12/82 Hopetoun Av,400000,Nelson,,
Brunswick West,1/30 McLean St,484000,Jellis,-37.7543,144.9385
Brunswick West,2/494 Victoria St,815000,Ray,-37.7652,144.9454
Brunswick West,487 Brunswick Rd,1150000,Jellis,-37.7747,144.9421
Brunswick West,1/312 Hope St,351000,Nelson,-37.7614,144.9393
Brunswick West,111/2 Olive York Wy,395000,Village,,
Brunswick West,53 Heller St,1150000,Nelson,-37.7747,144.9474
Brunswick West,19a Manica St,1600000,Nelson,,
Brunswick West,4/38 Melville Rd,598000,Nelson,-37.766,144.9439
Brunswick West,2/530 Victoria St,497000,Hodges,-37.7647,144.9412
Brunswick West,5/22 Whitby St,403000,hockingstuart,-37.7643,144.9477
Brunswick West,1/536 Albion St,440000,Jellis,-37.7577,144.9354
Brunswick West,196 Melville Rd,816000,Nelson,-37.7552,144.9458
Brunswick West,481 Albion St,1585000,Gunn&Co,-37.7583,144.9428
Brunswick West,16 Bakers Pde,970000,Nelson,-37.7538,144.944
Brunswick West,5/82 Hopetoun Av,490000,Nelson,,
Bulleen,19a Elizabeth St,851000,Jellis,-37.7599,145.0849
Bulleen,42 Robert St,1300000,Jellis,-37.7608,145.0862
Bulleen,92 Swanston St,1110000,Barry,-37.7628,145.0994
Bulleen,25 William St,1235000,Jellis,-37.7657,145.0957
Bulleen,1/16 Carrathool St,930000,Jellis,,
Bulleen,28 Rocklea Rd,1505000,Jellis,-37.7695,145.082
Bulleen,1/119 Willow Bnd,790000,Philip,,
Bulleen,4 Albany Pl,1303000,Barry,-37.7695,145.0869
Bulleen,4 Greenhill Ct,1336000,Barry,-37.7683,145.0881
Bulleen,130 Manningham Rd,880000,Barry,-37.7683,145.0959
Bulleen,40 Riverview Tce,980000,Barry,-37.7729,145.098
Bulleen,6a Tobruk St,975000,Fletchers,-37.7813,145.102
Bulleen,5 Fuller St,1127000,Jellis,-37.7778,145.0901
Bulleen,13 Montgomery Pl,990000,Barry,-37.7689,145.099
Bulleen,10 Tanami Ct,1401000,Ray,-37.7582,145.0889
Bulleen,28 Dale St,1340000,Barry,-37.779,145.101
Bulleen,206 Manningham Rd,1225000,Ray,-37.7724,145.1033
Bulleen,9 Albany Pl,1490000,Fletchers,-37.7697,145.0871
Bulleen,24 Kimberley Wy,1380000,Barry,,
Bulleen,10a Elizabeth St,1250000,Jellis,-37.7607,145.0853
Bulleen,49 Furneaux Gr,1002000,Jellis,-37.778,145.0913
Bulleen,15 Millicent Av,950000,McGrath,,
Bulleen,2/10 Ronald Av,836000,Barry,,
Bulleen,47 Sheahans Rd,1260000,Barry,-37.7606,145.0932
Bulleen,38 Balwyn Rd,905000,Barry,-37.7733,145.0901
Bulleen,11 Carrathool St,1400000,Barry,-37.7644,145.0886
Bulleen,16 Chateau Ri,1550000,Jellis,,
Bulleen,135 Manningham Rd,1085000,Barry,-37.7679,145.0958
Bulleen,24 Robert St,1300000,Jellis,-37.7621,145.086
Bulleen,30a Warringal St,1240000,Barry,,
Bulleen,1/15 Estelle St,787000,Barry,-37.7792,145.0903
Bulleen,19 Warringal St,1280000,Barry,-37.7615,145.0897
Bulleen,4 Chateau Ri,1900000,Barry,,
Bulleen,14 Kandanga Gr,1075000,Jellis,-37.7711,145.0928
Bulleen,8a Ronald Av,1100000,Fletchers,,
Bulleen,153 Thompsons Rd,890000,Fletchers,-37.7739,145.094
Bulleen,31 Nirvana Cr,975000,Barry,,
Bulleen,38 Rocklea Rd,1320000,Jellis,-37.7698,145.083
Bulleen,23 Bourke St,1302000,Barry,-37.765,145.0933
Bulleen,8 Vera St,1050000,Fletchers,-37.7765,145.1031
Bulleen,7 Ronald Av,1298000,Barry,,
Bulleen,71 Summit Dr,1000000,hockingstuart,-37.7689,145.0895
Bulleen,7 Kampman St,1300000,McGrath,-37.7791,145.086
Bulleen,63 Thompsons Rd,1250000,Barry,-37.7771,145.0855
Bulleen,28 Kenneth St,976000,Barry,-37.7786,145.0945
Bulleen,15 Riverview Tce,980000,Fletchers,-37.7739,145.0962
Bulleen,37 Apex Cr,1120000,Barry,,
Bulleen,1/7 Westwood Dr,812500,Barry,-37.7798,145.1023
Bulleen,22 Nirvana Cr,1280000,Jellis,,
Bulleen,14 Collins St,990000,Barry,-37.7674,145.0988
Bulleen,38 Latrobe St,1150000,Barry,,
Bulleen,24 Alison Av,1060000,Ray,,
Bulleen,4 Graeme Ct,1244000,Fletchers,-37.7735,145.088
Bulleen,19 Barak St,1100000,Barry,-37.7743,145.0863
Bulleen,13 Birrarrung Ct,1475000,Barry,-37.7569,145.0913
Bulleen,42 Gisborne St,1140000,hockingstuart,-37.7624,145.0961
Bulleen,43 Helene St,833000,Philip,-37.7609,145.0869
Bulleen,10 Nevada Rt,1600000,Barry,,
Bulleen,28 Flinders St,903000,Barry,-37.7679,145.0978
Bulleen,2/6 England St,905000,Fletchers,,
Bulleen,8a Helene St,1125000,Barry,,
Bulleen,15 Moresby Av,1250000,Jellis,,
Bulleen,1 Fuller St,1351000,Jellis,-37.7781,145.0901
Bulleen,13 Hillside Rd,1060000,Jellis,-37.7762,145.0958
Bulleen,17 Kathleen Gr,1063000,Jellis,-37.7712,145.097
Bulleen,3/10 Ronald Av,850000,Barry,,
Burwood,15 Loudon Rd,1590000,Jellis,-37.848,145.098
Burwood,4 Bennett St,1390000,Fletchers,-37.851,145.1169
Burwood,7 Keogh St,1300000,Stockdale,-37.8562,145.1104
Burwood,35 McCubbin St,1890000,Ray,-37.8538,145.127
Burwood,2/32 McIntyre St,1022500,Ray,-37.8516,145.1056
Burwood,1 Webb St,1250000,Fletchers,-37.8561,145.1054
Burwood,163 Highbury Rd,1151000,Buxton,-37.8551,145.1121
Burwood,30 Station St,1755000,Buxton,-37.854,145.1195
Burwood,45 Barnes Av,1505000,Tim,,
Burwood,39 Sixth Av,935000,Purplebricks,,
Burwood,1/109 Station St,686000,Ray,-37.8473,145.1203
Burwood,7 Waratah Av,1400000,Jellis,,
Burwood,2/2 Aylwin Av,604000,Fletchers,,
Burwood,2 Elgar Rd,1300000,Marshall,-37.8489,145.1093
Burwood,48 Station St,1160000,Greg,-37.8525,145.1198
Burwood,7 Wattlebird Ct,2000000,Fletchers,-37.842,145.102
Burwood,1/9 Bronte Av,601000,Biggin,,
Burwood,1/14 Corrigan St,790000,Fletchers,-37.8544,145.1114
Burwood,30 Waratah Av,930000,Lindellas,,
Burwood,25 Greenwood St,1682000,Jellis,-37.8494,145.1291
Burwood,14/1 Conservatory Dr,625000,Jellis,-37.8561,145.0962
Burwood,2/22 Scott Gr,780000,Jellis,-37.8525,145.0973
Burwood,2 Bennett St,1342000,McGrath,-37.8509,145.117
Burwood,29 Clanbrae Av,1381000,Buxton,,
Burwood,12 Havelock St,1782800,Buxton,-37.8516,145.1179
Burwood,3/14 Havelock St,956000,Buxton,,
Burwood,3 Peacock St,1468000,Buxton,-37.8509,145.1161
Burwood,1/10 McComas Gr,650000,Buxton,-37.8509,145.1119
Burwood,1/34 Cumming St,1060000,Ray,-37.8528,145.1129
Burwood,14 Wridgway Av,1765000,Ray,,
Burwood,33 Brockhoff Dr,1255000,Buxton,-37.8599,145.1101
Burwood,229 Highbury Rd,900000,Jellis,-37.856,145.1196
Burwood,2a Iris St,633000,Noel,-37.8454,145.0971
Burwood,5 Keogh St,1070500,Buxton,-37.856,145.1104
Burwood,22 Andrews St,1175000,Noel,-37.8495,145.1282
Burwood,24 Wallace Rd,1521000,Marshall,-37.8474,145.0988
Burwood,29 Meldan St,1350000,Fletchers,-37.8444,145.1054
Burwood,1/392 Burwood Hwy,752000,Allens,-37.8522,145.1312
Burwood,1/46 Gillard St,570000,Ray,-37.8542,145.1138
Burwood,10 Hastings St,1460000,Marshall,-37.8529,145.0962
Burwood,2/3 Havelock St,745000,Noel,-37.8521,145.1187
Burwood,42a Highbury Rd,757000,Fletchers,,
Burwood,4 Iris St,2150000,RW,-37.8454,145.0974
Burwood,8/33 McIntyre St,746000,Buxton,-37.8505,145.1065
Burwood,23 Monica St,990000,Fletchers,,
Burwood,19 Puerta St,1540000,Jellis,-37.8445,145.1011
Burwood,1/24 Edwards St,1145000,Jellis,-37.8484,145.1013
Burwood,38 Gillard St,1410000,Fletchers,-37.8535,145.1139
Burwood,3/17 Sunhill Av,902000,Jellis,,
Burwood,4a Gracehill Av,600000,Fletchers,,
Burwood,16 Inverness Av,1020000,Buxton,,
Burwood,2/17 Montpellier Rd,640000,Noel,-37.8562,145.1075
Burwood,1/16 Morton Rd,1000050,Philip,,
Burwood,2/16 Morton Rd,1000050,Philip,,
Burwood,18 Murray Dr,1800000,Jellis,-37.8463,145.102
Burwood,8 Pescott Cl,1270000,Jellis,-37.8597,145.1084
Burwood,363 Burwood Hwy,1800000,Ray,-37.8513,145.1282
Burwood,55 Parer St,900000,Noel,-37.8459,145.1041
Burwood,2 Farleigh Av,1560000,Jellis,,
Burwood,1/35 Haig St,1500000,Noel,,
Burwood,50 Harrison Av,1235000,Buxton,,
Burwood,2/383 Warrigal Rd,585000,Marshall,,
Burwood,19 Ardenne Cl,750000,Fletchers,,
Burwood,18 Brockhoff Dr,1250000,Barry,-37.8593,145.1101
Burwood,26 Inverness Av,1116000,Buxton,,
Burwood,3/37 Sixth Av,580000,Buxton,,
Burwood,2/35 Haig St,1165000,Buxton,,
Burwood,6 Alimar Ct,1410000,Buxton,-37.8552,145.1292
Burwood,1/26 Peacock St,1100000,Buxton,-37.8525,145.1154
Burwood,1/7 Station St,880000,Ray,,
Burwood,37 Fulton Cr,1495000,Noel,,
Burwood,2 Octavia Ct,1485000,Woodards,-37.8601,145.1007
Burwood,16 Renown St,2068000,Buxton,-37.8529,145.1222
Burwood,445 Warrigal Rd,1960000,Kay,-37.8605,145.094
Burwood,10 Goold St,1000000,Noel,-37.855,145.118
Burwood,1/54 McIntyre St,800000,Lindellas,-37.8507,145.109
Burwood,3/124 Highbury Rd,702000,Barry,-37.8554,145.1089
Camberwell,28 Brinsley Rd,2650000,Jellis,-37.8286,145.0686
Camberwell,2/1 Glen Iris Rd,1615000,Marshall,-37.8435,145.0695
Camberwell,1288 Toorak Rd,3225000,RT,-37.8496,145.0869
Camberwell,1/806 Burke Rd,1017000,Jellis,-37.8231,145.0585
Camberwell,4/2 Callanish Rd,729000,Noel,-37.8459,145.088
Camberwell,49 Christowel St,2600000,Marshall,-37.8386,145.067
Camberwell,3/107 Wattle Valley Rd,1650000,Marshall,-37.8365,145.0802
Camberwell,19 Ellsworth Cr,1175000,Jellis,,
Camberwell,64 Fordham Av,2240000,Jellis,,
Camberwell,22 Netherway St,2860000,Jellis,-37.842,145.0888
Camberwell,81 Rowell Av,1910000,Marshall,,
Camberwell,1/569 Camberwell Rd,950000,Jellis,-37.8448,145.0723
Camberwell,5 Gowar Av,2285000,Jellis,,
Camberwell,9/43 Inglesby Rd,615000,Noel,-37.8347,145.057
Camberwell,19 Lansell Cr,1950000,Marshall,,
Camberwell,89 Radnor St,1987000,Jellis,-37.8457,145.0611
Camberwell,3/28 Stodart St,683000,RT,-37.8357,145.0697
Camberwell,2 Thomas St,1690000,hockingstuart,-37.8431,145.0962
Camberwell,19/1295 Toorak Rd,430000,Jellis,-37.8493,145.0877
Camberwell,3/926 Toorak Rd,717000,Noel,-37.8469,145.0589
Camberwell,1/1 Glen Iris Rd,1300000,Fletchers,-37.8433,145.0695
Camberwell,68 Hunter Rd,2950000,Fletchers,-37.8382,145.0904
Camberwell,18 Russell St,2600000,Jellis,-37.8237,145.0638
Camberwell,19 Thomas St,2325000,Marshall,-37.8426,145.0943
Camberwell,3/220 Warrigal Rd,435000,LITTLE,-37.8479,145.0958
Camberwell,2 Oxford St,892000,hockingstuart,-37.8452,145.0959
Camberwell,29 Fairfield Av,3165000,Marshall,,
Camberwell,3/40 Glen Iris Rd,1550000,Marshall,,
Camberwell,1/688 Inkerman Rd,522000,Jellis,,
Camberwell,14 Marlborough Av,3360000,Marshall,,
Camberwell,3/573 Riversdale Rd,900400,Noel,-37.8314,145.0611
Camberwell,12 Brinsley Rd,2090000,Noel,-37.8274,145.0688
Camberwell,3/575 Burke Rd,1250000,Fletchers,-37.842,145.0542
Camberwell,11 Sunnyside Av,3775000,Jellis,,
Camberwell,3/22 Allambee Av,752000,hockingstuart,,
Camberwell,4 Range St,2000000,Jellis,-37.8459,145.0644
Camberwell,163 Through Rd,1302000,Fletchers,-37.8367,145.0934
Camberwell,1/32 Allambee Av,753000,Garvey,,
Camberwell,2/37 Donna Buang St,1430000,J,-37.8446,145.068
Camberwell,13 Grace St,1622000,Noel,-37.8436,145.0581
Camberwell,7/5 Holly St,502000,O'Donoghues,-37.8255,145.0592
Camberwell,3/220 Warrigal Rd,435000,LITTLE,-37.8479,145.0958
Camberwell,12a Aisbett Av,1500000,Marshall,,
Camberwell,19 Currajong Av,4440000,Noel,,
Camberwell,2/3 Tyrone St,620000,Jellis,-37.8439,145.0718
Camberwell,603 Burke Rd,2000000,Marshall,-37.84,145.0548
Camberwell,3/5 Holly St,591000,Jellis,-37.8255,145.0592
Camberwell,27 Lansell Cr,1800000,Fletchers,,
Camberwell,3/5 Acheron Av,550000,Noel,,
Camberwell,46 Athelstan Rd,2608000,Marshall,-37.8424,145.0639
Camberwell,45 Doonkuna Av,1410000,Hamilton,,
Camberwell,6 Gavan St,1780000,Fletchers,-37.8482,145.0949
Camberwell,4 Ada St,2250000,O'Donoghues,-37.841,145.0824
Camberwell,591 Camberwell Rd,895000,O'Donoghues,-37.8465,145.0743
Camberwell,5 Cooloongatta Rd,1800000,Marshall,-37.8349,145.0758
Camberwell,5 Nicholsdale Rd,1400000,Jellis,-37.836,145.0914
Camberwell,110 Rowell Av,2200000,Noel,,
Camberwell,2/564 Riversdale Rd,693000,Bekdon,-37.832,145.0599
Camberwell,2/25 Hazel St,900000,Jellis,-37.8438,145.066
Camberwell,18 Middle Rd,2700000,Jellis,-37.8442,145.0578
Camberwell,8/1277 Toorak Rd,530000,Ross,-37.8491,145.086
Camberwell,16 Arlington St,1946000,RT,,
Camberwell,4/17 Hazel St,805000,Noel,-37.8442,145.0668
Camberwell,15 Hollsmoor Rd,2228000,Jellis,-37.8405,145.0903
Camberwell,4/1 Through Rd,930000,Ray,-37.8489,145.088
Camberwell,2/1021 Toorak Rd,590000,Jellis,-37.847,145.0672
Camberwell,37 Victoria Rd,4760000,Jellis,-37.8238,145.0624
Camberwell,6 Wilson Gr,1602500,Lindellas,-37.8448,145.071
Camberwell,31 Halley Av,1650000,Jellis,,
Camberwell,16 Joffre St,1515000,hockingstuart,-37.8447,145.0916
Camberwell,1/1 Royal Cr,2132500,Marshall,,
Camberwell,9a Russell St,1800000,Marshall,-37.8233,145.0644
Camberwell,37 Doonkuna Av,2625000,Marshall,,
Camberwell,7 Allambee Av,2580000,Marshall,,
Camberwell,6/11 Seymour Gr,530000,Fletchers,-37.8361,145.0599
Camberwell,26 Sunnyside Av,3150000,Marshall,,
Camberwell,2a Thomas St,1100000,HAR,,
Camberwell,1/208 Wattle Valley Rd,1333000,Jellis,,
Camberwell,35 Allambee Av,3000000,Kay,,
Camberwell,6/68 Brinsley Rd,558000,Buxton,-37.8316,145.068
Camberwell,17 Fairfield Av,2800000,RT,,
Camberwell,2/13 Glyndon Rd,1185000,Kay,-37.8357,145.0786
Camberwell,13 Smith Rd,2177000,Kay,-37.8454,145.0707
Camberwell,2/32 Bringa Av,840000,Jellis,,
Camberwell,14 Hollsmoor Rd,2155000,Noel,-37.8408,145.0905
Camberwell,30a Allambee Av,1865000,Jellis,,
Camberwell,68 Bowen St,3400000,Jellis,-37.8437,145.0623
Camberwell,64A Christowel St,1470000,Noel,-37.8393,145.0662
Camberwell,44 Currajong Av,2800000,Marshall,,
Camberwell,24 Glencairn Av,2300000,Jellis,,
Camberwell,18 Halley Av,2010000,Marshall,,
Camberwell,2/23 Hazel St,820000,Jellis,-37.8439,145.0662
Camberwell,26 Hunter Rd,2105000,Fletchers,-37.8379,145.0849
Camberwell,6 Judd St,1625000,Jellis,-37.8362,145.064
Camberwell,638 Riversdale Rd,1750000,Jellis,-37.8328,145.0679
Camberwell,55 Rowell Av,2725000,Marshall,,
Camberwell,16A Waterloo St,3300000,Kay,-37.831,145.0621
Camberwell,1/3 Crescent Rd,667000,Woodards,-37.8355,145.0633
Camberwell,30 Smith Rd,2800000,Marshall,-37.8459,145.0721
Camberwell,22 Avenue Rd,1175000,Jellis,-37.8336,145.0612
Camberwell,3/595 Burke Rd,775000,hockingstuart,-37.8406,145.0545
Camberwell,16 Callanish Rd,2220000,Marshall,-37.8456,145.0865
Camberwell,29 Kalang Rd,2015000,Jellis,-37.8441,145.0806
Camberwell,1/28 Nevis St,700000,Marshall,-37.8434,145.081
Camberwell,808 Riversdale Rd,1700000,Garvey,-37.8344,145.0818
Camberwell,25 Russell St,3225000,Marshall,-37.8244,145.064
Camberwell,2/22 Seymour Gr,810000,Garvey,-37.8357,145.0595
Camberwell,44 Athelstan Rd,3320000,Weast,-37.8422,145.064
Camberwell,17 Bringa Av,3710000,Jellis,,
Camberwell,2 Hazel St,2125000,Marshall,-37.8437,145.069
Camberwell,36 Pine Av,3250000,Marshall,,
Camberwell,91 Radnor St,2030000,Jellis,-37.8458,145.0611
Camberwell,612 Riversdale Rd,2750000,RT,-37.8325,145.0649
Camberwell,532 Burke Rd,2000000,Noel,-37.836,145.056
Camberwell,4/26 Cornell St,706000,Fletchers,-37.8399,145.0912
Camberwell,9 Derby St,2250000,Marshall,-37.8303,145.0668
Camberwell,20 Kirkwood Dr,2740000,Fletchers,-37.8421,145.0719
Camberwell,4/119 Wattle Valley Rd,1500000,Marshall,,
Canterbury,18 Irilbarra Rd,2950000,Marshall,-37.8186,145.0706
Canterbury,33 Myrtle Rd,1587500,Marshall,-37.8265,145.072
Canterbury,1/17 Chatham Rd,1550000,Noel,-37.822,145.0864
Canterbury,1/28 Milton St,765000,Jellis,-37.8295,145.0774
Canterbury,4/31 Monomeath Av,2130000,Jellis,,
Canterbury,3/13 Wattle Valley Rd,830000,Century,-37.8264,145.0824
Canterbury,9 Victoria Av,4110000,Kay,,
Canterbury,2 McGregor St,2375000,Jellis,-37.8292,145.0852
Canterbury,31 Rubens Gr,2900000,Jellis,-37.8181,145.0668
Canterbury,42 Warburton Rd,2200000,Noel,-37.8264,145.0741
Canterbury,5 Margaret St,2620000,Marshall,-37.8266,145.0849
Canterbury,5 Dorothea St,1305000,Jellis,-37.8326,145.081
Canterbury,3 Monomeath Pl,4350000,Marshall,-37.8215,145.0731
Canterbury,1b Daphne St,928000,Fletchers,-37.8233,145.0769
Canterbury,13 Byron St,2930000,Jellis,-37.8317,145.0738
Canterbury,21 Compton St,2950000,Jellis,-37.8323,145.0842
Canterbury,29 Rubens Gr,3800000,Marshall,-37.8183,145.0667
Canterbury,4/34 Rochester Rd,722000,Jellis,-37.8205,145.0828
Canterbury,8 Dudley Pde,2350000,Jellis,-37.8252,145.0721
Canterbury,1/8 Faversham Rd,1680000,Jellis,-37.8227,145.0845
Canterbury,21 Marden St,1640000,Marshall,-37.827,145.0737
Canterbury,47 Warburton Rd,1680000,Fletchers,-37.826,145.0729
Canterbury,77 Highfield Rd,3550000,RT,-37.832,145.0853
Canterbury,55 Warburton Rd,1385000,Jellis,-37.826,145.0734
Canterbury,17 Irilbarra Rd,3400000,Jellis,-37.8184,145.0702
Canterbury,12 Grange Av,4500000,RT,,
Canterbury,2/20 Margaret St,690500,Fletchers,-37.8257,145.0856
Canterbury,12a View St,1850000,Marshall,-37.8206,145.0785
Canterbury,6/124 Canterbury Rd,736000,Marshall,-37.8234,145.0731
Canterbury,3/34 Faversham Rd,1843000,Jellis,-37.8207,145.0854
Canterbury,3/124 Canterbury Rd,685000,RT,-37.8236,145.0729
Canterbury,2A Erica St,1800000,Jellis,-37.8213,145.079
Canterbury,1/29 Logan St,1800000,Jellis,-37.8273,145.0786
Canterbury,35 Myrtle Rd,3145000,RW,-37.8266,145.072
Canterbury,8 Avenue Athol,1742000,Fletchers,-37.8206,145.0678
Canterbury,14 Monomeath Av,5110000,Jellis,,
Canterbury,20 Wentworth Av,2750000,Jellis,,
Canterbury,1/27 Maling Rd,1420000,O'Donoghues,-37.8273,145.0752
Canterbury,2/46 Wattle Valley Rd,1016000,Fletchers,-37.8291,145.0826
Carlton North,527 Nicholson St,1330000,Nelson,-37.7871,144.9766
Carlton North,593 Canning St,1540000,Nelson,-37.7821,144.9753
Carlton North,112 Newry St,1425000,Nelson,-37.7893,144.9696
Carlton North,122 Richardson St,1725000,hockingstuart,-37.7844,144.972
Carlton North,632 Rathdowne St,1280000,Nelson,-37.7824,144.9733
Carlton North,989 Drummond St,2950000,Chambers,-37.7811,144.9715
Carlton North,700 Rathdowne St,2175000,Woodards,-37.7808,144.9736
Carlton North,86 Wilson St,1555000,Woodards,,
Carlton North,2/872 Drummond St,765000,Nelson,-37.784,144.9715
Carlton North,1 Fletcher La,800000,Nelson,-37.7852,144.9719
Carlton North,173 MacPherson St,1301000,Nelson,-37.786,144.9704
Carlton North,967 Drummond St,2718000,Ray,-37.7816,144.9714
Carlton North,9/823 Rathdowne St,468000,Nelson,-37.7851,144.9723
Carlton North,392 Station St,2400000,Kelly,-37.7875,144.9759
Carlton North,122 Amess St,2210000,Nelson,-37.7847,144.9741
Carlton North,40 Ogrady St,1330000,Nelson,-37.7904,144.9726
Carlton North,1018 Drummond St,2520000,Nelson,-37.7805,144.9721
Carlton North,354 Station St,1214000,Nelson,-37.7885,144.9757
Carlton North,462 Canning St,1955000,Nelson,-37.786,144.9751
Carlton North,26/174 Lee St,390000,Kelly,-37.7907,144.9691
Carlton North,119 Curtain St,885000,Nelson,-37.7888,144.9698
Carlton North,75 Fenwick St,2050000,Nelson,-37.7879,144.9736
Carlton North,16 Fenwick St,910000,Nelson,-37.7879,144.9759
Carlton North,658 Lygon St,880000,Nelson,-37.7911,144.9688
Carlton North,292 Amess St,1950000,Nelson,-37.7804,144.9748
Carlton North,167 Richardson St,1280000,Nelson,-37.7846,144.9704
Carlton North,14/1102 Lygon St,437000,Nelson,-37.7798,144.9707
Carlton North,984 Lygon St,1150000,Nelson,-37.7828,144.9702
Carlton North,4 Mary St,520000,Nelson,-37.7813,144.9773
